,id,name,start_timestamp,sport,league,teams,scores
136,,Philadelphia 76ers - Chicago Bulls,2017-04-06 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Chicago Bulls']","{'Philadelphia 76ers': 90, 'Chicago Bulls': 102}"
137,,Los Angeles Clippers - Dallas Mavericks,2017-04-06 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Dallas Mavericks']","{'Los Angeles Clippers': 112, 'Dallas Mavericks': 101}"
138,,Phoenix Suns - Golden State Warriors,2017-04-06 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Golden State Warriors']","{'Phoenix Suns': 111, 'Golden State Warriors': 120}"
139,,San Antonio Spurs - Los Angeles Lakers,2017-04-06 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Los Angeles Lakers']","{'San Antonio Spurs': 95, 'Los Angeles Lakers': 102}"
140,,Boston Celtics - Cleveland Cavaliers,2017-04-06 00:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Cleveland Cavaliers']","{'Boston Celtics': 91, 'Cleveland Cavaliers': 114}"
141,,Houston Rockets - Denver Nuggets,2017-04-06 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Denver Nuggets']","{'Houston Rockets': 110, 'Denver Nuggets': 104}"
142,,Memphis Grizzlies - Oklahoma City Thunder,2017-04-06 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Oklahoma City Thunder']","{'Memphis Grizzlies': 100, 'Oklahoma City Thunder': 103}"
143,,Detroit Pistons - Toronto Raptors,2017-04-05 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Toronto Raptors']","{'Detroit Pistons': 102, 'Toronto Raptors': 105}"
144,,Charlotte Hornets - Miami Heat,2017-04-05 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Miami Heat']","{'Charlotte Hornets': 99, 'Miami Heat': 112}"
145,,Golden State Warriors - Minnesota Timberwolves,2017-04-05 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Minnesota Timberwolves']","{'Golden State Warriors': 121, 'Minnesota Timberwolves': 107}"
146,,Sacramento Kings - Dallas Mavericks,2017-04-05 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Dallas Mavericks']","{'Sacramento Kings': 98, 'Dallas Mavericks': 87}"
147,,Utah Jazz - Portland Trail Blazers,2017-04-05 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Portland Trail Blazers']","{'Utah Jazz': 106, 'Portland Trail Blazers': 87}"
148,,San Antonio Spurs - Memphis Grizzlies,2017-04-05 00:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Memphis Grizzlies']","{'San Antonio Spurs': 95, 'Memphis Grizzlies': 89}"
149,,New Orleans Pelicans - Denver Nuggets,2017-04-05 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Denver Nuggets']","{'New Orleans Pelicans': 131, 'Denver Nuggets': 134}"
150,,New York Knicks - Chicago Bulls,2017-04-05 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Chicago Bulls']","{'New York Knicks': 100, 'Chicago Bulls': 91}"
151,,Oklahoma City Thunder - Milwaukee Bucks,2017-04-05 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Milwaukee Bucks']","{'Oklahoma City Thunder': 110, 'Milwaukee Bucks': 79}"
152,,Cleveland Cavaliers - Orlando Magic,2017-04-04 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Orlando Magic']","{'Cleveland Cavaliers': 122, 'Orlando Magic': 102}"
153,,Indiana Pacers - Toronto Raptors,2017-04-04 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Toronto Raptors']","{'Indiana Pacers': 108, 'Toronto Raptors': 90}"
154,,Philadelphia 76ers - Brooklyn Nets,2017-04-04 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Brooklyn Nets']","{'Philadelphia 76ers': 118, 'Brooklyn Nets': 141}"
155,,Washington Wizards - Charlotte Hornets,2017-04-04 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Charlotte Hornets']","{'Washington Wizards': 118, 'Charlotte Hornets': 111}"
156,,Minnesota Timberwolves - Portland Trail Blazers,2017-04-03 23:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Portland Trail Blazers']","{'Minnesota Timberwolves': 110, 'Portland Trail Blazers': 109}"
157,,Phoenix Suns - Houston Rockets,2017-04-03 01:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Houston Rockets']","{'Phoenix Suns': 116, 'Houston Rockets': 123}"
158,,Golden State Warriors - Washington Wizards,2017-04-03 00:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Washington Wizards']","{'Golden State Warriors': 139, 'Washington Wizards': 115}"
159,,Brooklyn Nets - Atlanta Hawks,2017-04-02 22:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Atlanta Hawks']","{'Brooklyn Nets': 91, 'Atlanta Hawks': 82}"
160,,Cleveland Cavaliers - Indiana Pacers,2017-04-02 22:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Indiana Pacers']","{'Cleveland Cavaliers': 135, 'Indiana Pacers': 130}"
161,,Miami Heat - Denver Nuggets,2017-04-02 22:00:00+00:00,basketball,NBA,"['Miami Heat', 'Denver Nuggets']","{'Miami Heat': 113, 'Denver Nuggets': 116}"
162,,New Orleans Pelicans - Chicago Bulls,2017-04-02 22:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Chicago Bulls']","{'New Orleans Pelicans': 110, 'Chicago Bulls': 117}"
163,,Toronto Raptors - Philadelphia 76ers,2017-04-02 22:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Philadelphia 76ers']","{'Toronto Raptors': 113, 'Philadelphia 76ers': 105}"
164,,Los Angeles Lakers - Memphis Grizzlies,2017-04-02 19:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Memphis Grizzlies']","{'Los Angeles Lakers': 108, 'Memphis Grizzlies': 103}"
165,,Milwaukee Bucks - Dallas Mavericks,2017-04-02 19:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Dallas Mavericks']","{'Milwaukee Bucks': 105, 'Dallas Mavericks': 109}"
166,,San Antonio Spurs - Utah Jazz,2017-04-02 19:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Utah Jazz']","{'San Antonio Spurs': 109, 'Utah Jazz': 103}"
167,,Oklahoma City Thunder - Charlotte Hornets,2017-04-02 19:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Charlotte Hornets']","{'Oklahoma City Thunder': 101, 'Charlotte Hornets': 113}"
168,,New York Knicks - Boston Celtics,2017-04-02 17:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 94, 'Boston Celtics': 110}"
169,,Portland Trail Blazers - Phoenix Suns,2017-04-02 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Phoenix Suns']","{'Portland Trail Blazers': 130, 'Phoenix Suns': 117}"
170,,Minnesota Timberwolves - Sacramento Kings,2017-04-02 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Sacramento Kings']","{'Minnesota Timberwolves': 117, 'Sacramento Kings': 123}"
171,,Brooklyn Nets - Orlando Magic,2017-04-01 22:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Orlando Magic']","{'Brooklyn Nets': 121, 'Orlando Magic': 111}"
172,,Chicago Bulls - Atlanta Hawks,2017-04-01 21:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Atlanta Hawks']","{'Chicago Bulls': 106, 'Atlanta Hawks': 104}"
173,,Los Angeles Clippers - Los Angeles Lakers,2017-04-01 19:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Los Angeles Lakers']","{'Los Angeles Clippers': 115, 'Los Angeles Lakers': 104}"
174,,Golden State Warriors - Houston Rockets,2017-04-01 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Houston Rockets']","{'Golden State Warriors': 107, 'Houston Rockets': 98}"
175,,Utah Jazz - Washington Wizards,2017-04-01 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Washington Wizards']","{'Utah Jazz': 95, 'Washington Wizards': 88}"
176,,Memphis Grizzlies - Dallas Mavericks,2017-04-01 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Dallas Mavericks']","{'Memphis Grizzlies': 99, 'Dallas Mavericks': 90}"
177,,Miami Heat - New York Knicks,2017-04-01 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'New York Knicks']","{'Miami Heat': 94, 'New York Knicks': 98}"
178,,Milwaukee Bucks - Detroit Pistons,2017-04-01 00:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Detroit Pistons']","{'Milwaukee Bucks': 108, 'Detroit Pistons': 105}"
179,,New Orleans Pelicans - Sacramento Kings,2017-04-01 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Sacramento Kings']","{'New Orleans Pelicans': 117, 'Sacramento Kings': 89}"
180,,Oklahoma City Thunder - San Antonio Spurs,2017-04-01 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'San Antonio Spurs']","{'Oklahoma City Thunder': 95, 'San Antonio Spurs': 100}"
181,,Boston Celtics - Orlando Magic,2017-03-31 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Orlando Magic']","{'Boston Celtics': 117, 'Orlando Magic': 116}"
182,,Cleveland Cavaliers - Philadelphia 76ers,2017-03-31 23:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Philadelphia 76ers']","{'Cleveland Cavaliers': 122, 'Philadelphia 76ers': 105}"
183,,Charlotte Hornets - Denver Nuggets,2017-03-31 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Denver Nuggets']","{'Charlotte Hornets': 122, 'Denver Nuggets': 114}"
184,,Toronto Raptors - Indiana Pacers,2017-03-31 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 111, 'Indiana Pacers': 100}"
185,,Portland Trail Blazers - Houston Rockets,2017-03-31 02:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Houston Rockets']","{'Portland Trail Blazers': 117, 'Houston Rockets': 107}"
186,,Phoenix Suns - Los Angeles Clippers,2017-03-31 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Clippers']","{'Phoenix Suns': 118, 'Los Angeles Clippers': 124}"
187,,Chicago Bulls - Cleveland Cavaliers,2017-03-31 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Cleveland Cavaliers']","{'Chicago Bulls': 99, 'Cleveland Cavaliers': 93}"
188,,Minnesota Timberwolves - Los Angeles Lakers,2017-03-31 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Los Angeles Lakers']","{'Minnesota Timberwolves': 119, 'Los Angeles Lakers': 104}"
189,,Detroit Pistons - Brooklyn Nets,2017-03-30 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Brooklyn Nets']","{'Detroit Pistons': 90, 'Brooklyn Nets': 89}"
190,,Los Angeles Clippers - Washington Wizards,2017-03-30 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Washington Wizards']","{'Los Angeles Clippers': 133, 'Washington Wizards': 124}"
191,,Sacramento Kings - Utah Jazz,2017-03-30 02:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Utah Jazz']","{'Sacramento Kings': 82, 'Utah Jazz': 112}"
192,,San Antonio Spurs - Golden State Warriors,2017-03-30 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Golden State Warriors']","{'San Antonio Spurs': 98, 'Golden State Warriors': 110}"
193,,Memphis Grizzlies - Indiana Pacers,2017-03-30 00:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Indiana Pacers']","{'Memphis Grizzlies': 110, 'Indiana Pacers': 97}"
194,,New Orleans Pelicans - Dallas Mavericks,2017-03-30 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Dallas Mavericks']","{'New Orleans Pelicans': 121, 'Dallas Mavericks': 118}"
195,,Boston Celtics - Milwaukee Bucks,2017-03-29 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Milwaukee Bucks']","{'Boston Celtics': 100, 'Milwaukee Bucks': 103}"
196,,New York Knicks - Miami Heat,2017-03-29 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Miami Heat']","{'New York Knicks': 88, 'Miami Heat': 105}"
197,,Toronto Raptors - Charlotte Hornets,2017-03-29 23:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Charlotte Hornets']","{'Toronto Raptors': 106, 'Charlotte Hornets': 110}"
198,,Orlando Magic - Oklahoma City Thunder,2017-03-29 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Oklahoma City Thunder']","{'Orlando Magic': 106, 'Oklahoma City Thunder': 114}"
199,,Philadelphia 76ers - Atlanta Hawks,2017-03-29 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Atlanta Hawks']","{'Philadelphia 76ers': 92, 'Atlanta Hawks': 99}"
200,,Boston Celtics - Indiana Pacers,2017-03-22 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Indiana Pacers']","{'Boston Celtics': 109, 'Indiana Pacers': 100}"
201,,Orlando Magic - Charlotte Hornets,2017-03-22 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Charlotte Hornets']","{'Orlando Magic': 102, 'Charlotte Hornets': 109}"
202,,Los Angeles Lakers - Los Angeles Clippers,2017-03-22 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Los Angeles Clippers']","{'Los Angeles Lakers': 109, 'Los Angeles Clippers': 133}"
203,,Portland Trail Blazers - Milwaukee Bucks,2017-03-22 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Milwaukee Bucks']","{'Portland Trail Blazers': 90, 'Milwaukee Bucks': 93}"
204,,Minnesota Timberwolves - San Antonio Spurs,2017-03-22 01:30:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'San Antonio Spurs']","{'Minnesota Timberwolves': 93, 'San Antonio Spurs': 100}"
205,,Dallas Mavericks - Golden State Warriors,2017-03-22 00:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Golden State Warriors']","{'Dallas Mavericks': 87, 'Golden State Warriors': 112}"
206,,New Orleans Pelicans - Memphis Grizzlies,2017-03-22 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Memphis Grizzlies']","{'New Orleans Pelicans': 95, 'Memphis Grizzlies': 82}"
207,,Brooklyn Nets - Detroit Pistons,2017-03-21 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Detroit Pistons']","{'Brooklyn Nets': 98, 'Detroit Pistons': 96}"
208,,Miami Heat - Phoenix Suns,2017-03-21 23:30:00+00:00,basketball,NBA,"['Miami Heat', 'Phoenix Suns']","{'Miami Heat': 112, 'Phoenix Suns': 97}"
209,,Toronto Raptors - Chicago Bulls,2017-03-21 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Chicago Bulls']","{'Toronto Raptors': 122, 'Chicago Bulls': 120}"
210,,Los Angeles Clippers - New York Knicks,2017-03-21 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'New York Knicks']","{'Los Angeles Clippers': 114, 'New York Knicks': 105}"
211,,Houston Rockets - Denver Nuggets,2017-03-21 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Denver Nuggets']","{'Houston Rockets': 125, 'Denver Nuggets': 124}"
212,,Oklahoma City Thunder - Golden State Warriors,2017-03-21 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Golden State Warriors']","{'Oklahoma City Thunder': 95, 'Golden State Warriors': 111}"
213,,Boston Celtics - Washington Wizards,2017-03-20 23:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Washington Wizards']","{'Boston Celtics': 110, 'Washington Wizards': 102}"
214,,Charlotte Hornets - Atlanta Hawks,2017-03-20 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Atlanta Hawks']","{'Charlotte Hornets': 105, 'Atlanta Hawks': 90}"
215,,Indiana Pacers - Utah Jazz,2017-03-20 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Utah Jazz']","{'Indiana Pacers': 107, 'Utah Jazz': 100}"
216,,Orlando Magic - Philadelphia 76ers,2017-03-20 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Philadelphia 76ers']","{'Orlando Magic': 112, 'Philadelphia 76ers': 109}"
217,,Los Angeles Lakers - Cleveland Cavaliers,2017-03-20 01:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Cleveland Cavaliers']","{'Los Angeles Lakers': 120, 'Cleveland Cavaliers': 125}"
218,,San Antonio Spurs - Sacramento Kings,2017-03-19 23:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Sacramento Kings']","{'San Antonio Spurs': 118, 'Sacramento Kings': 102}"
219,,Miami Heat - Portland Trail Blazers,2017-03-19 22:00:00+00:00,basketball,NBA,"['Miami Heat', 'Portland Trail Blazers']","{'Miami Heat': 104, 'Portland Trail Blazers': 115}"
220,,New Orleans Pelicans - Minnesota Timberwolves,2017-03-19 22:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Minnesota Timberwolves']","{'New Orleans Pelicans': 123, 'Minnesota Timberwolves': 109}"
221,,Toronto Raptors - Indiana Pacers,2017-03-19 22:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Indiana Pacers']","{'Toronto Raptors': 116, 'Indiana Pacers': 91}"
222,,Detroit Pistons - Phoenix Suns,2017-03-19 20:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Phoenix Suns']","{'Detroit Pistons': 112, 'Phoenix Suns': 95}"
223,,Philadelphia 76ers - Boston Celtics,2017-03-19 17:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Boston Celtics']","{'Philadelphia 76ers': 105, 'Boston Celtics': 99}"
224,,Brooklyn Nets - Dallas Mavericks,2017-03-19 16:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Dallas Mavericks']","{'Brooklyn Nets': 104, 'Dallas Mavericks': 111}"
225,,Golden State Warriors - Milwaukee Bucks,2017-03-19 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Milwaukee Bucks']","{'Golden State Warriors': 117, 'Milwaukee Bucks': 92}"
226,,Denver Nuggets - Houston Rockets,2017-03-19 01:30:00+00:00,basketball,NBA,"['Denver Nuggets', 'Houston Rockets']","{'Denver Nuggets': 105, 'Houston Rockets': 109}"
227,,Chicago Bulls - Utah Jazz,2017-03-19 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Utah Jazz']","{'Chicago Bulls': 95, 'Utah Jazz': 86}"
228,,Memphis Grizzlies - San Antonio Spurs,2017-03-19 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 104, 'San Antonio Spurs': 96}"
229,,Los Angeles Clippers - Cleveland Cavaliers,2017-03-19 00:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Cleveland Cavaliers']","{'Los Angeles Clippers': 108, 'Cleveland Cavaliers': 78}"
230,,Charlotte Hornets - Washington Wizards,2017-03-18 23:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Washington Wizards']","{'Charlotte Hornets': 98, 'Washington Wizards': 93}"
231,,Atlanta Hawks - Portland Trail Blazers,2017-03-18 22:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Portland Trail Blazers']","{'Atlanta Hawks': 97, 'Portland Trail Blazers': 113}"
232,,Oklahoma City Thunder - Sacramento Kings,2017-03-18 19:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Sacramento Kings']","{'Oklahoma City Thunder': 110, 'Sacramento Kings': 94}"
233,,Los Angeles Lakers - Milwaukee Bucks,2017-03-18 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Milwaukee Bucks']","{'Los Angeles Lakers': 103, 'Milwaukee Bucks': 107}"
234,,Phoenix Suns - Orlando Magic,2017-03-18 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Orlando Magic']","{'Phoenix Suns': 103, 'Orlando Magic': 109}"
235,,Miami Heat - Minnesota Timberwolves,2017-03-18 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Minnesota Timberwolves']","{'Miami Heat': 123, 'Minnesota Timberwolves': 105}"
236,,New Orleans Pelicans - Houston Rockets,2017-03-18 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Houston Rockets']","{'New Orleans Pelicans': 128, 'Houston Rockets': 112}"
237,,Brooklyn Nets - Boston Celtics,2017-03-17 23:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Boston Celtics']","{'Brooklyn Nets': 95, 'Boston Celtics': 98}"
238,,Detroit Pistons - Toronto Raptors,2017-03-17 23:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Toronto Raptors']","{'Detroit Pistons': 75, 'Toronto Raptors': 87}"
239,,Philadelphia 76ers - Dallas Mavericks,2017-03-17 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Dallas Mavericks']","{'Philadelphia 76ers': 116, 'Dallas Mavericks': 74}"
240,,Washington Wizards - Chicago Bulls,2017-03-17 23:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Chicago Bulls']","{'Washington Wizards': 112, 'Chicago Bulls': 107}"
241,,Golden State Warriors - Orlando Magic,2017-03-17 02:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Orlando Magic']","{'Golden State Warriors': 122, 'Orlando Magic': 92}"
242,,Denver Nuggets - Los Angeles Clippers,2017-03-17 01:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Los Angeles Clippers']","{'Denver Nuggets': 129, 'Los Angeles Clippers': 114}"
243,,Atlanta Hawks - Memphis Grizzlies,2017-03-16 23:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Memphis Grizzlies']","{'Atlanta Hawks': 91, 'Memphis Grizzlies': 103}"
244,,New York Knicks - Brooklyn Nets,2017-03-16 23:30:00+00:00,basketball,NBA,"['New York Knicks', 'Brooklyn Nets']","{'New York Knicks': 110, 'Brooklyn Nets': 121}"
245,,Cleveland Cavaliers - Utah Jazz,2017-03-16 23:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Utah Jazz']","{'Cleveland Cavaliers': 91, 'Utah Jazz': 83}"
246,,Toronto Raptors - Oklahoma City Thunder,2017-03-16 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Oklahoma City Thunder']","{'Toronto Raptors': 102, 'Oklahoma City Thunder': 123}"
247,,Los Angeles Clippers - Milwaukee Bucks,2017-03-16 02:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Milwaukee Bucks']","{'Los Angeles Clippers': 96, 'Milwaukee Bucks': 97}"
248,,Phoenix Suns - Sacramento Kings,2017-03-16 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Sacramento Kings']","{'Phoenix Suns': 101, 'Sacramento Kings': 107}"
249,,San Antonio Spurs - Portland Trail Blazers,2017-03-16 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Portland Trail Blazers']","{'San Antonio Spurs': 106, 'Portland Trail Blazers': 110}"
250,,Chicago Bulls - Memphis Grizzlies,2017-03-16 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Memphis Grizzlies']","{'Chicago Bulls': 91, 'Memphis Grizzlies': 98}"
251,,Houston Rockets - Los Angeles Lakers,2017-03-16 00:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Los Angeles Lakers']","{'Houston Rockets': 139, 'Los Angeles Lakers': 100}"
