,id,name,start_timestamp,sport,league,teams,scores
1012,,Brooklyn Nets - Sacramento Kings,2016-11-27 23:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Sacramento Kings']","{'Brooklyn Nets': 105, 'Sacramento Kings': 122}"
1013,,Indiana Pacers - Los Angeles Clippers,2016-11-27 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Los Angeles Clippers']","{'Indiana Pacers': 91, 'Los Angeles Clippers': 70}"
1014,,Orlando Magic - Milwaukee Bucks,2016-11-27 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Milwaukee Bucks']","{'Orlando Magic': 96, 'Milwaukee Bucks': 104}"
1015,,Phoenix Suns - Denver Nuggets,2016-11-27 20:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Denver Nuggets']","{'Phoenix Suns': 114, 'Denver Nuggets': 120}"
1016,,Philadelphia 76ers - Cleveland Cavaliers,2016-11-27 18:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Cleveland Cavaliers']","{'Philadelphia 76ers': 108, 'Cleveland Cavaliers': 112}"
1017,,Golden State Warriors - Minnesota Timberwolves,2016-11-27 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Minnesota Timberwolves']","{'Golden State Warriors': 115, 'Minnesota Timberwolves': 102}"
1018,,Miami Heat - Memphis Grizzlies,2016-11-27 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Memphis Grizzlies']","{'Miami Heat': 107, 'Memphis Grizzlies': 110}"
1019,,Oklahoma City Thunder - Detroit Pistons,2016-11-27 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Detroit Pistons']","{'Oklahoma City Thunder': 106, 'Detroit Pistons': 88}"
1020,,Charlotte Hornets - New York Knicks,2016-11-27 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'New York Knicks']","{'Charlotte Hornets': 107, 'New York Knicks': 102}"
1021,,Washington Wizards - San Antonio Spurs,2016-11-27 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'San Antonio Spurs']","{'Washington Wizards': 100, 'San Antonio Spurs': 112}"
1022,,Los Angeles Lakers - Golden State Warriors,2016-11-26 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Golden State Warriors']","{'Los Angeles Lakers': 85, 'Golden State Warriors': 109}"
1023,,Sacramento Kings - Houston Rockets,2016-11-26 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Houston Rockets']","{'Sacramento Kings': 104, 'Houston Rockets': 117}"
1024,,Portland Trail Blazers - New Orleans Pelicans,2016-11-26 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'New Orleans Pelicans']","{'Portland Trail Blazers': 119, 'New Orleans Pelicans': 104}"
1025,,Denver Nuggets - Oklahoma City Thunder,2016-11-26 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Oklahoma City Thunder']","{'Denver Nuggets': 129, 'Oklahoma City Thunder': 132}"
1026,,Phoenix Suns - Minnesota Timberwolves,2016-11-26 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Minnesota Timberwolves']","{'Phoenix Suns': 85, 'Minnesota Timberwolves': 98}"
1027,,Indiana Pacers - Brooklyn Nets,2016-11-26 01:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Brooklyn Nets']","{'Indiana Pacers': 118, 'Brooklyn Nets': 97}"
1028,,Memphis Grizzlies - Miami Heat,2016-11-26 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Miami Heat']","{'Memphis Grizzlies': 81, 'Miami Heat': 90}"
1029,,Milwaukee Bucks - Toronto Raptors,2016-11-26 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Toronto Raptors']","{'Milwaukee Bucks': 99, 'Toronto Raptors': 105}"
1030,,Utah Jazz - Atlanta Hawks,2016-11-26 01:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Atlanta Hawks']","{'Utah Jazz': 95, 'Atlanta Hawks': 68}"
1031,,Cleveland Cavaliers - Dallas Mavericks,2016-11-26 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Dallas Mavericks']","{'Cleveland Cavaliers': 128, 'Dallas Mavericks': 90}"
1032,,Detroit Pistons - Los Angeles Clippers,2016-11-26 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Los Angeles Clippers']","{'Detroit Pistons': 108, 'Los Angeles Clippers': 97}"
1033,,New York Knicks - Charlotte Hornets,2016-11-26 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Charlotte Hornets']","{'New York Knicks': 113, 'Charlotte Hornets': 111}"
1034,,Philadelphia 76ers - Chicago Bulls,2016-11-26 00:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Chicago Bulls']","{'Philadelphia 76ers': 89, 'Chicago Bulls': 105}"
1035,,Orlando Magic - Washington Wizards,2016-11-26 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Washington Wizards']","{'Orlando Magic': 91, 'Washington Wizards': 94}"
1036,,Boston Celtics - San Antonio Spurs,2016-11-25 18:00:00+00:00,basketball,NBA,"['Boston Celtics', 'San Antonio Spurs']","{'Boston Celtics': 103, 'San Antonio Spurs': 109}"
1037,,Golden State Warriors - Los Angeles Lakers,2016-11-24 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Lakers']","{'Golden State Warriors': 149, 'Los Angeles Lakers': 106}"
1038,,Sacramento Kings - Oklahoma City Thunder,2016-11-24 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Oklahoma City Thunder']","{'Sacramento Kings': 116, 'Oklahoma City Thunder': 101}"
1039,,New Orleans Pelicans - Minnesota Timberwolves,2016-11-24 02:30:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Minnesota Timberwolves']","{'New Orleans Pelicans': 117, 'Minnesota Timberwolves': 96}"
1040,,Utah Jazz - Denver Nuggets,2016-11-24 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Denver Nuggets']","{'Utah Jazz': 108, 'Denver Nuggets': 83}"
1041,,Dallas Mavericks - Los Angeles Clippers,2016-11-24 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Los Angeles Clippers']","{'Dallas Mavericks': 104, 'Los Angeles Clippers': 124}"
1042,,Houston Rockets - Toronto Raptors,2016-11-24 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Toronto Raptors']","{'Houston Rockets': 102, 'Toronto Raptors': 115}"
1043,,Brooklyn Nets - Boston Celtics,2016-11-24 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Boston Celtics']","{'Brooklyn Nets': 92, 'Boston Celtics': 111}"
1044,,Detroit Pistons - Miami Heat,2016-11-24 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Miami Heat']","{'Detroit Pistons': 107, 'Miami Heat': 84}"
1045,,Charlotte Hornets - San Antonio Spurs,2016-11-24 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'San Antonio Spurs']","{'Charlotte Hornets': 114, 'San Antonio Spurs': 119}"
1046,,Cleveland Cavaliers - Portland Trail Blazers,2016-11-24 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Portland Trail Blazers']","{'Cleveland Cavaliers': 137, 'Portland Trail Blazers': 125}"
1047,,Indiana Pacers - Atlanta Hawks,2016-11-24 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Atlanta Hawks']","{'Indiana Pacers': 85, 'Atlanta Hawks': 96}"
1048,,Orlando Magic - Phoenix Suns,2016-11-24 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Phoenix Suns']","{'Orlando Magic': 87, 'Phoenix Suns': 92}"
1049,,Philadelphia 76ers - Memphis Grizzlies,2016-11-24 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Memphis Grizzlies']","{'Philadelphia 76ers': 99, 'Memphis Grizzlies': 104}"
1050,,Los Angeles Lakers - Oklahoma City Thunder,2016-11-23 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Oklahoma City Thunder']","{'Los Angeles Lakers': 111, 'Oklahoma City Thunder': 109}"
1051,,Denver Nuggets - Chicago Bulls,2016-11-23 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Chicago Bulls']","{'Denver Nuggets': 110, 'Chicago Bulls': 107}"
1052,,Atlanta Hawks - New Orleans Pelicans,2016-11-23 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'New Orleans Pelicans']","{'Atlanta Hawks': 94, 'New Orleans Pelicans': 112}"
1053,,New York Knicks - Portland Trail Blazers,2016-11-23 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Portland Trail Blazers']","{'New York Knicks': 107, 'Portland Trail Blazers': 103}"
1054,,Los Angeles Clippers - Toronto Raptors,2016-11-22 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Toronto Raptors']","{'Los Angeles Clippers': 123, 'Toronto Raptors': 115}"
1055,,San Antonio Spurs - Dallas Mavericks,2016-11-22 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Dallas Mavericks']","{'San Antonio Spurs': 96, 'Dallas Mavericks': 91}"
1056,,Milwaukee Bucks - Orlando Magic,2016-11-22 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Orlando Magic']","{'Milwaukee Bucks': 93, 'Orlando Magic': 89}"
1057,,Minnesota Timberwolves - Boston Celtics,2016-11-22 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Boston Celtics']","{'Minnesota Timberwolves': 93, 'Boston Celtics': 99}"
1058,,Detroit Pistons - Houston Rockets,2016-11-22 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Houston Rockets']","{'Detroit Pistons': 96, 'Houston Rockets': 99}"
1059,,Charlotte Hornets - Memphis Grizzlies,2016-11-22 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Memphis Grizzlies']","{'Charlotte Hornets': 90, 'Memphis Grizzlies': 105}"
1060,,Indiana Pacers - Golden State Warriors,2016-11-22 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Golden State Warriors']","{'Indiana Pacers': 83, 'Golden State Warriors': 120}"
1061,,Philadelphia 76ers - Miami Heat,2016-11-22 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Miami Heat']","{'Philadelphia 76ers': 101, 'Miami Heat': 94}"
1062,,Washington Wizards - Phoenix Suns,2016-11-22 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Phoenix Suns']","{'Washington Wizards': 106, 'Phoenix Suns': 101}"
1063,,Los Angeles Lakers - Chicago Bulls,2016-11-21 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Chicago Bulls']","{'Los Angeles Lakers': 110, 'Chicago Bulls': 118}"
1064,,Denver Nuggets - Utah Jazz,2016-11-21 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Utah Jazz']","{'Denver Nuggets': 105, 'Utah Jazz': 91}"
1065,,Sacramento Kings - Toronto Raptors,2016-11-21 02:00:00+00:00,basketball,NBA,"['Sacramento Kings', 'Toronto Raptors']","{'Sacramento Kings': 102, 'Toronto Raptors': 99}"
1066,,Oklahoma City Thunder - Indiana Pacers,2016-11-21 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Indiana Pacers']","{'Oklahoma City Thunder': 111, 'Indiana Pacers': 115}"
1067,,Brooklyn Nets - Portland Trail Blazers,2016-11-20 20:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Portland Trail Blazers']","{'Brooklyn Nets': 109, 'Portland Trail Blazers': 129}"
1068,,New York Knicks - Atlanta Hawks,2016-11-20 17:00:00+00:00,basketball,NBA,"['New York Knicks', 'Atlanta Hawks']","{'New York Knicks': 104, 'Atlanta Hawks': 94}"
1069,,Los Angeles Clippers - Chicago Bulls,2016-11-20 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Chicago Bulls']","{'Los Angeles Clippers': 102, 'Chicago Bulls': 95}"
1070,,Milwaukee Bucks - Golden State Warriors,2016-11-20 01:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Golden State Warriors']","{'Milwaukee Bucks': 121, 'Golden State Warriors': 124}"
1071,,Memphis Grizzlies - Minnesota Timberwolves,2016-11-20 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Minnesota Timberwolves']","{'Memphis Grizzlies': 93, 'Minnesota Timberwolves': 71}"
1072,,Philadelphia 76ers - Phoenix Suns,2016-11-20 00:30:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Phoenix Suns']","{'Philadelphia 76ers': 120, 'Phoenix Suns': 105}"
1073,,Detroit Pistons - Boston Celtics,2016-11-20 00:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Boston Celtics']","{'Detroit Pistons': 92, 'Boston Celtics': 94}"
1074,,New Orleans Pelicans - Charlotte Hornets,2016-11-20 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Charlotte Hornets']","{'New Orleans Pelicans': 121, 'Charlotte Hornets': 116}"
1075,,Orlando Magic - Dallas Mavericks,2016-11-20 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Dallas Mavericks']","{'Orlando Magic': 95, 'Dallas Mavericks': 87}"
1076,,Washington Wizards - Miami Heat,2016-11-20 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Miami Heat']","{'Washington Wizards': 111, 'Miami Heat': 114}"
1077,,Houston Rockets - Utah Jazz,2016-11-19 22:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Utah Jazz']","{'Houston Rockets': 111, 'Utah Jazz': 102}"
1078,,Los Angeles Lakers - San Antonio Spurs,2016-11-19 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'San Antonio Spurs']","{'Los Angeles Lakers': 107, 'San Antonio Spurs': 116}"
1079,,Sacramento Kings - Los Angeles Clippers,2016-11-19 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Clippers']","{'Sacramento Kings': 115, 'Los Angeles Clippers': 121}"
1080,,Denver Nuggets - Toronto Raptors,2016-11-19 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Toronto Raptors']","{'Denver Nuggets': 111, 'Toronto Raptors': 113}"
1081,,Dallas Mavericks - Memphis Grizzlies,2016-11-19 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Memphis Grizzlies']","{'Dallas Mavericks': 64, 'Memphis Grizzlies': 80}"
1082,,Boston Celtics - Golden State Warriors,2016-11-19 01:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Golden State Warriors']","{'Boston Celtics': 88, 'Golden State Warriors': 104}"
1083,,New Orleans Pelicans - Portland Trail Blazers,2016-11-19 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Portland Trail Blazers']","{'New Orleans Pelicans': 113, 'Portland Trail Blazers': 101}"
1084,,Oklahoma City Thunder - Brooklyn Nets,2016-11-19 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Brooklyn Nets']","{'Oklahoma City Thunder': 124, 'Brooklyn Nets': 105}"
1085,,Cleveland Cavaliers - Detroit Pistons,2016-11-19 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Detroit Pistons']","{'Cleveland Cavaliers': 104, 'Detroit Pistons': 81}"
1086,,Charlotte Hornets - Atlanta Hawks,2016-11-19 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Atlanta Hawks']","{'Charlotte Hornets': 100, 'Atlanta Hawks': 96}"
1087,,Indiana Pacers - Phoenix Suns,2016-11-19 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Phoenix Suns']","{'Indiana Pacers': 96, 'Phoenix Suns': 116}"
1088,,Utah Jazz - Chicago Bulls,2016-11-18 03:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Chicago Bulls']","{'Utah Jazz': 77, 'Chicago Bulls': 85}"
1089,,Houston Rockets - Portland Trail Blazers,2016-11-18 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Portland Trail Blazers']","{'Houston Rockets': 126, 'Portland Trail Blazers': 109}"
1090,,Minnesota Timberwolves - Philadelphia 76ers,2016-11-18 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Philadelphia 76ers']","{'Minnesota Timberwolves': 110, 'Philadelphia 76ers': 86}"
1091,,Miami Heat - Milwaukee Bucks,2016-11-18 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Milwaukee Bucks']","{'Miami Heat': 96, 'Milwaukee Bucks': 73}"
1092,,Washington Wizards - New York Knicks,2016-11-18 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'New York Knicks']","{'Washington Wizards': 119, 'New York Knicks': 112}"
1093,,Los Angeles Clippers - Memphis Grizzlies,2016-11-17 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Memphis Grizzlies']","{'Los Angeles Clippers': 107, 'Memphis Grizzlies': 111}"
1094,,Sacramento Kings - San Antonio Spurs,2016-11-17 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'San Antonio Spurs']","{'Sacramento Kings': 105, 'San Antonio Spurs': 110}"
1095,,Denver Nuggets - Phoenix Suns,2016-11-17 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Phoenix Suns']","{'Denver Nuggets': 120, 'Phoenix Suns': 104}"
1096,,Oklahoma City Thunder - Houston Rockets,2016-11-17 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Houston Rockets']","{'Oklahoma City Thunder': 105, 'Houston Rockets': 103}"
1097,,Toronto Raptors - Golden State Warriors,2016-11-17 01:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Golden State Warriors']","{'Toronto Raptors': 121, 'Golden State Warriors': 127}"
1098,,Boston Celtics - Dallas Mavericks,2016-11-17 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Dallas Mavericks']","{'Boston Celtics': 90, 'Dallas Mavericks': 83}"
1099,,New York Knicks - Detroit Pistons,2016-11-17 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Detroit Pistons']","{'New York Knicks': 105, 'Detroit Pistons': 102}"
1100,,Atlanta Hawks - Milwaukee Bucks,2016-11-17 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Milwaukee Bucks']","{'Atlanta Hawks': 107, 'Milwaukee Bucks': 100}"
1101,,Indiana Pacers - Cleveland Cavaliers,2016-11-17 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Cleveland Cavaliers']","{'Indiana Pacers': 103, 'Cleveland Cavaliers': 93}"
1102,,Orlando Magic - New Orleans Pelicans,2016-11-17 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'New Orleans Pelicans']","{'Orlando Magic': 89, 'New Orleans Pelicans': 82}"
1103,,Philadelphia 76ers - Washington Wizards,2016-11-17 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Washington Wizards']","{'Philadelphia 76ers': 109, 'Washington Wizards': 102}"
1104,,Los Angeles Lakers - Brooklyn Nets,2016-11-16 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Brooklyn Nets']","{'Los Angeles Lakers': 125, 'Brooklyn Nets': 118}"
1105,,Portland Trail Blazers - Chicago Bulls,2016-11-16 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Chicago Bulls']","{'Portland Trail Blazers': 88, 'Chicago Bulls': 113}"
1106,,Minnesota Timberwolves - Charlotte Hornets,2016-11-16 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Charlotte Hornets']","{'Minnesota Timberwolves': 108, 'Charlotte Hornets': 115}"
1107,,Miami Heat - Atlanta Hawks,2016-11-16 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Atlanta Hawks']","{'Miami Heat': 90, 'Atlanta Hawks': 93}"
1108,,Cleveland Cavaliers - Toronto Raptors,2016-11-16 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Toronto Raptors']","{'Cleveland Cavaliers': 121, 'Toronto Raptors': 117}"
1109,,Los Angeles Clippers - Brooklyn Nets,2016-11-15 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Brooklyn Nets']","{'Los Angeles Clippers': 127, 'Brooklyn Nets': 95}"
1110,,Utah Jazz - Memphis Grizzlies,2016-11-15 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Memphis Grizzlies']","{'Utah Jazz': 96, 'Memphis Grizzlies': 102}"
1111,,San Antonio Spurs - Miami Heat,2016-11-15 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Miami Heat']","{'San Antonio Spurs': 94, 'Miami Heat': 90}"
1112,,Houston Rockets - Philadelphia 76ers,2016-11-15 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Philadelphia 76ers']","{'Houston Rockets': 115, 'Philadelphia 76ers': 88}"
1113,,New Orleans Pelicans - Boston Celtics,2016-11-15 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Boston Celtics']","{'New Orleans Pelicans': 106, 'Boston Celtics': 105}"
1114,,Detroit Pistons - Oklahoma City Thunder,2016-11-15 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Oklahoma City Thunder']","{'Detroit Pistons': 104, 'Oklahoma City Thunder': 88}"
1115,,New York Knicks - Dallas Mavericks,2016-11-15 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Dallas Mavericks']","{'New York Knicks': 93, 'Dallas Mavericks': 77}"
1116,,Indiana Pacers - Orlando Magic,2016-11-15 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Orlando Magic']","{'Indiana Pacers': 88, 'Orlando Magic': 69}"
1117,,Portland Trail Blazers - Denver Nuggets,2016-11-14 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Denver Nuggets']","{'Portland Trail Blazers': 112, 'Denver Nuggets': 105}"
1118,,Golden State Warriors - Phoenix Suns,2016-11-14 01:00:00+00:00,basketball,NBA,"['Golden State Warriors', 'Phoenix Suns']","{'Golden State Warriors': 133, 'Phoenix Suns': 120}"
1119,,Minnesota Timberwolves - Los Angeles Lakers,2016-11-14 00:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Los Angeles Lakers']","{'Minnesota Timberwolves': 125, 'Los Angeles Lakers': 99}"
1120,,Oklahoma City Thunder - Orlando Magic,2016-11-14 00:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Orlando Magic']","{'Oklahoma City Thunder': 117, 'Orlando Magic': 119}"
1121,,Cleveland Cavaliers - Charlotte Hornets,2016-11-13 20:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Charlotte Hornets']","{'Cleveland Cavaliers': 100, 'Charlotte Hornets': 93}"
1122,,Denver Nuggets - Detroit Pistons,2016-11-13 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Detroit Pistons']","{'Denver Nuggets': 95, 'Detroit Pistons': 106}"
1123,,Phoenix Suns - Brooklyn Nets,2016-11-13 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Brooklyn Nets']","{'Phoenix Suns': 104, 'Brooklyn Nets': 122}"
1124,,Milwaukee Bucks - Memphis Grizzlies,2016-11-13 01:30:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Memphis Grizzlies']","{'Milwaukee Bucks': 106, 'Memphis Grizzlies': 96}"
1125,,Chicago Bulls - Washington Wizards,2016-11-13 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Washington Wizards']","{'Chicago Bulls': 106, 'Washington Wizards': 95}"
1126,,Houston Rockets - San Antonio Spurs,2016-11-13 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'San Antonio Spurs']","{'Houston Rockets': 100, 'San Antonio Spurs': 106}"
1127,,Miami Heat - Utah Jazz,2016-11-13 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Utah Jazz']","{'Miami Heat': 91, 'Utah Jazz': 102}"
1128,,Minnesota Timberwolves - Los Angeles Clippers,2016-11-13 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Los Angeles Clippers']","{'Minnesota Timberwolves': 105, 'Los Angeles Clippers': 119}"
1129,,Atlanta Hawks - Philadelphia 76ers,2016-11-13 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Philadelphia 76ers']","{'Atlanta Hawks': 117, 'Philadelphia 76ers': 96}"
1130,,Toronto Raptors - New York Knicks,2016-11-13 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'New York Knicks']","{'Toronto Raptors': 118, 'New York Knicks': 107}"
1131,,Indiana Pacers - Boston Celtics,2016-11-13 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Boston Celtics']","{'Indiana Pacers': 99, 'Boston Celtics': 105}"
1132,,New Orleans Pelicans - Los Angeles Lakers,2016-11-13 00:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Lakers']","{'New Orleans Pelicans': 99, 'Los Angeles Lakers': 126}"
1133,,Portland Trail Blazers - Sacramento Kings,2016-11-12 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Sacramento Kings']","{'Portland Trail Blazers': 122, 'Sacramento Kings': 120}"
1134,,San Antonio Spurs - Detroit Pistons,2016-11-12 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Detroit Pistons']","{'San Antonio Spurs': 96, 'Detroit Pistons': 86}"
1135,,Oklahoma City Thunder - Los Angeles Clippers,2016-11-12 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Los Angeles Clippers']","{'Oklahoma City Thunder': 108, 'Los Angeles Clippers': 110}"
1136,,Boston Celtics - New York Knicks,2016-11-12 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'New York Knicks']","{'Boston Celtics': 115, 'New York Knicks': 87}"
1137,,Charlotte Hornets - Toronto Raptors,2016-11-12 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Toronto Raptors']","{'Charlotte Hornets': 111, 'Toronto Raptors': 113}"
1138,,Orlando Magic - Utah Jazz,2016-11-12 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Utah Jazz']","{'Orlando Magic': 74, 'Utah Jazz': 87}"
1139,,Philadelphia 76ers - Indiana Pacers,2016-11-12 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Indiana Pacers']","{'Philadelphia 76ers': 109, 'Indiana Pacers': 105}"
1140,,Washington Wizards - Cleveland Cavaliers,2016-11-12 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Cleveland Cavaliers']","{'Washington Wizards': 94, 'Cleveland Cavaliers': 105}"
1141,,Sacramento Kings - Los Angeles Lakers,2016-11-11 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Lakers']","{'Sacramento Kings': 91, 'Los Angeles Lakers': 101}"
1142,,Denver Nuggets - Golden State Warriors,2016-11-11 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Golden State Warriors']","{'Denver Nuggets': 101, 'Golden State Warriors': 125}"
1143,,Miami Heat - Chicago Bulls,2016-11-11 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Chicago Bulls']","{'Miami Heat': 95, 'Chicago Bulls': 98}"
1144,,Milwaukee Bucks - New Orleans Pelicans,2016-11-11 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'New Orleans Pelicans']","{'Milwaukee Bucks': 106, 'New Orleans Pelicans': 112}"
1145,,Golden State Warriors - Dallas Mavericks,2016-11-10 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Dallas Mavericks']","{'Golden State Warriors': 116, 'Dallas Mavericks': 95}"
